SummitCode,SummitName,Lat,Lon,AltM,DEM_AltM,abs_diff,dem_source
JA/AC-001,Chausuyama,35.2276,137.6555,1415.0,1414.65,0.34999999999990905,5a
JA/AC-002,Tengudana,35.1902,137.5808,1240.0,1231.91,8.089999999999918,5a
JA/AC-003,Takanosuyama,35.1526,137.495,1152.0,1153.36,1.3599999999999,5a
JA/AC-004,JA/AC-004,35.1361,137.4436,1130.0,1128.01,1.990000000000009,5a
JA/AC-005,JA/AC-005,35.1531,137.76691,1109.0,1108.68,0.31999999999993634,5a
JA/AC-006,Myoujinyama,35.0497,137.6626,1016.0,1010.39,5.610000000000014,5a
JA/AC-007,Oosuzuyama,35.1052,137.60629,1012.0,1008.91,3.090000000000032,5a
JA/AC-008,Koiwadake,35.1235,137.7372,985.0,983.76,1.240000000000009,5a
JA/AC-009,Shiratoriyama,35.1602,137.6514,968.0,964.55,3.4500000000000455,5a
JA/AC-010,Ootouge,35.1391,137.6554,954.0,953.31,0.6900000000000546,5a
JA/AC-011,Ureyama,35.0228,137.5979,929.0,925.78,3.2200000000000273,5a
JA/AC-012,Hanareyama,35.1127,137.77699,917.0,916.18,0.82000000000005,5a
JA/AC-013,Near Kurakakeyama,35.0579,137.5799,888.0,888.95,0.9500000000000455,5a
JA/AC-014,Mizunashiyama,35.1409,137.6266,866.0,864.18,1.82000000000005,5a
JA/AC-015,JA/AC-015,35.2246,137.4794,865.0,861.05,3.9500000000000455,5a
JA/AC-016,Gotenyama,35.0867,137.6611,789.0,789.22,0.22000000000002728,5a
JA/AC-017,Honguusan,34.9098,137.4205,789.0,788.07,0.92999999999995,5a
JA/AC-018,Uzu,35.085,137.63161,757.0,757.4,0.39999999999997726,5a
JA/AC-019,Nokiyama,35.0946,137.7151,717.0,715.89,1.1100000000000136,5a
JA/AC-020,Nishiyama(soneyama),35.2809,137.26041,712.0,711.75,0.25,5a
JA/AC-021,Mikuniyama,35.2549,137.1902,701.0,700.61,0.38999999999998636,5a
JA/AC-022,Houraijisan,34.984,137.58279,695.0,679.17,15.830000000000041,5a
JA/AC-023,Sunagaganpou,34.9407,137.4931,688.0,684.54,3.4600000000000364,5a
JA/AC-024,Hourokusan,35.0603,137.3029,684.0,683.1,0.8999999999999773,5a
JA/AC-025,JA/AC-025,35.2018,137.17239,632.0,631.19,0.8099999999999454,5a
JA/AC-026,Rokusyosan,35.0549,137.28419,611.0,603.72,7.279999999999973,5a
JA/AC-027,Koudosan,34.9848,137.65041,583.0,582.22,0.7799999999999727,5a
JA/AC-028,JA/AC-028,35.0158,137.53889,524.0,519.35,4.649999999999977,5a
JA/AC-029,Tokosabuyama,34.8984,137.57471,482.0,478.56,3.4399999999999977,5a
JA/AC-031,Goisan,34.8471,137.25909,454.0,453.79,0.20999999999997954,5a
JA/AC-032,Kyougamine,34.9007,137.3226,442.0,441.15,0.8500000000000227,5a
JA/AC-033,JA/AC-033,34.9567,137.5609,410.0,418.96,8.95999999999998,5a
JA/AC-034,Kichijyozan,34.8577,137.4783,383.0,380.22,2.7799999999999727,5a
JA/AC-035,Hiyoshimura1,34.887,137.5246,356.0,355.78,0.22000000000002728,5a
JA/AC-037,Ooyama,34.6021,137.14639,328.0,327.01,0.9900000000000091,5a
JA/AC-038,Ooshima,35.1192,137.2686,326.0,325.26,0.7400000000000091,5a
JA/AC-039,Kinugasayama,34.6756,137.2399,278.0,278.16,0.160000000000025,5a
JA/AC-040,Ooboratouge,35.2173,137.46291,868.0,867.04,0.9600000000000364,5a
JA/AC-041,Ebi,35.0375,137.57671,762.0,758.48,3.519999999999982,5a
JA/AC-042,Near Tomoeyama,34.976,137.4019,732.0,731.95,0.049999999999954525,5a
JA/AC-043,Takatsuka,35.067,137.71471,581.0,578.74,2.259999999999991,5a
JA/AC-044,Takanogozenyama,34.9101,137.3549,480.0,471.09,8.910000000000025,5a
JA/AC-045,Sanganesan,34.8138,137.15089,348.0,348.51,0.5099999999999909,5a
JA/AC-046,Motomiyayama,35.3338,136.97971,293.0,290.85,2.1499999999999773,5a
JA/AC-047,Nishiochausuyama,34.8436,137.123,291.0,289.33,1.670000000000016,5a
JA/AC-048,Zaousan,34.685,137.2621,250.0,249.95,0.05000000000001137,5a
JA/AC-049,Nikouyama(Kiotoshiyama),34.6685,137.20889,223.0,222.81,0.18999999999999773,5a
JA/AC-050,Ootogisu,34.6476,137.1877,215.0,214.63,0.37000000000000455,5a
JA/AC-051,Toboneyama,34.8565,137.20599,443.0,438.6,4.399999999999977,5a
JA/AC-052,Owarifuji,35.3445,136.9839,275.0,273.25,1.75,5a
JA/AC-053,Omurayama,34.6235,137.218,189.0,187.95,1.0500000000000114,5a
JA/AM-001,Iwakisan,40.6559,140.30299,1625.0,1622.87,2.130000000000109,5a
JA/AM-002,Hakkoudasan (Oodake),40.6589,140.8773,1585.0,1583.69,1.3099999999999454,5a
JA/AM-003,Kushigamine (Kamidake),40.6032,140.84261,1517.0,1514.96,2.0399999999999636,10b
JA/AM-004,Mukaishirakamidake,40.5239,140.04539,1250.0,1242.47,7.529999999999973,5a
JA/AM-005,Heraidake (Mitsudake),40.4529,141.0015,1159.0,1158.88,0.11999999999989086,5a
JA/AM-006,Jinbadake,40.4814,140.3273,1050.0,1048.57,1.4300000000000637,5a
JA/AM-007,Kuromori,40.6472,140.9552,1023.0,1021.05,1.9500000000000455,5a
JA/AM-008,Hachimandake,40.7032,140.99879,1020.0,1020.08,0.08000000000004093,10b
JA/AM-009,Masugadake,40.4828,140.09959,1012.0,1010.88,1.1200000000000045,5a
JA/AM-010,Aogadake,40.4517,140.1841,1000.0,998.7,1.2999999999999545,10b
JA/AM-011,Near Kenashiyama,40.5637,140.7579,985.0,984.48,0.5199999999999818,10b
JA/AM-012,Futase,40.596,140.0426,958.0,956.81,1.1900000000000546,5a
JA/AM-013,Tengudake,40.5271,140.0843,958.0,956.31,1.6900000000000546,5a
JA/AM-014,JA/AM-014,40.4779,140.4485,956.0,950.53,5.470000000000027,5a
JA/AM-015,Shimotozawa,40.5712,140.09869,930.0,929.0,1.0,5a
JA/AM-016,Origamiyama,40.7616,140.91969,921.0,919.64,1.3600000000000136,5c
JA/AM-017,Aogayama,40.6549,140.09869,891.0,888.77,2.230000000000018,5a
JA/AM-018,Rangannomori,40.5796,140.1555,885.0,884.43,0.57000000000005,5a
JA/AM-019,Oonaruki,40.6059,140.1476,879.0,877.76,1.240000000000009,5a
JA/AM-020,Kamafuseyama,41.2785,141.12,878.0,877.67,0.3300000000000409,5a
JA/AM-021,Asahinadake,41.3277,141.0249,874.0,872.3,1.7000000000000455,5a
JA/AM-022,Raibachimori,40.3285,140.9949,874.0,871.5,2.5,5a
JA/AM-023,Yosukedoumori,40.3083,140.9572,841.0,839.73,1.2699999999999818,5a
JA/AM-024,Takakuramori,40.5407,140.164,829.0,826.91,2.090000000000032,10b
JA/AM-025,Daijinyama,41.293,141.06841,827.0,826.94,0.05999999999994543,5a
JA/AM-026,Masugatayama,40.6761,140.04829,820.0,819.58,0.4199999999999591,5a
JA/AM-027,Dokonomori,40.3851,141.0246,804.0,801.61,2.3899999999999864,5a
JA/AM-028,Kuromoriyama,40.2727,141.0025,803.0,802.37,0.6299999999999955,5a
JA/AM-029,Serizawa,40.501,140.2484,789.0,783.59,5.409999999999968,10b
JA/AM-030,Hiuchidake,41.4391,141.0529,781.0,781.1,0.10000000000002274,5a
JA/AM-031,Daisakuyama,41.3245,140.86,776.0,775.25,0.75,5a
JA/AM-032,Tashiroyama,40.5991,140.71581,768.0,766.79,1.2100000000000364,10b
JA/AM-033,Sankakudake,40.8062,140.98039,753.0,751.7,1.2999999999999545,5a
JA/AM-034,JA/AM-034,40.4505,139.9902,748.0,758.78,10.779999999999973,5a
JA/AM-035,Sasanagareyama,40.6966,140.0459,732.0,734.61,2.6100000000000136,5a
JA/AM-036,Shikarigadake,40.664,140.16389,731.0,729.43,1.57000000000005,5a
JA/AM-037,Eboshidake,40.8404,141.03951,720.0,716.48,3.519999999999982,5a
JA/AM-038,Ookuromori,40.3621,141.0528,719.0,718.02,0.9800000000000182,5a
JA/AM-039,Maruyagatadake,41.1528,140.58659,718.0,708.45,9.549999999999955,10b
JA/AM-040,Masukawadake,41.1418,140.40199,714.0,713.92,0.08000000000004093,10b
JA/AM-041,Ajarayama,40.4936,140.5932,710.0,713.03,3.0299999999999727,10b
JA/AM-042,Hakamagoshidake,41.168,140.5793,708.0,702.0,6.0,10b
JA/AM-043,Mikurayama,40.4595,140.9099,690.0,689.95,0.049999999999954525,5a
JA/AM-044,Higashidake,40.8369,140.89169,684.0,683.65,0.35000000000002274,5a
JA/AM-045,Ookuradake,40.9701,140.54849,677.0,676.13,0.8700000000000045,5a
JA/AM-046,Yotsudakiyama,41.1217,140.4005,670.0,662.06,7.940000000000055,10b
JA/AM-047,Kudojiyama,40.5273,140.4238,663.0,662.76,0.2400000000000091,5a
JA/AM-048,Andoyama,41.2388,140.81641,646.0,645.04,0.9600000000000364,5a
JA/AM-049,Akiyama,41.2367,140.87891,631.0,629.84,1.1599999999999682,10b
JA/AM-050,Hakamagoshidake,40.9956,140.52161,628.0,627.55,0.4500000000000455,5a
JA/AM-051,Metakiyama,41.4391,140.9752,618.0,612.57,5.42999999999995,10b
JA/AM-052,Nakuidake,40.388,141.3084,615.0,614.0,1.0,5a
JA/AM-053,Toyamori,40.4634,140.5629,612.0,612.04,0.03999999999996362,5a
JA/AM-054,Hamanadake,41.1448,140.4389,603.0,603.99,0.9900000000000091,10b
JA/AM-055,Ganmori,40.5286,140.3947,588.0,584.7,3.2999999999999545,5a
JA/AM-056,Yagataishiyama,41.1737,140.37109,587.0,582.37,4.6299999999999955,10b
JA/AM-057,Yasuteyama,40.5511,140.649,564.0,561.57,2.42999999999995,10b
JA/AM-058,Kamanosawa,41.2122,140.3688,556.0,552.65,3.3500000000000227,10b
JA/AM-059,JA/AM-059,41.0888,141.3446,551.0,548.94,2.0599999999999454,5a
JA/AM-060,Ohoudake,41.2629,140.9574,550.0,538.69,11.309999999999945,5a
JA/AM-061,Umanokamiyama,40.8289,140.5771,549.0,546.15,2.8500000000000227,5a
JA/AM-062,Takadouyama,40.3964,141.1326,539.0,538.75,0.25,5a
JA/AM-063,JA/AM-063,41.3132,140.8222,516.0,504.97,11.029999999999973,5a
JA/AM-064,Obirakiyama,40.5247,140.52499,510.0,510.77,0.7699999999999818,10b
JA/AM-065,Mukounoyama,41.281,140.9604,505.0,501.65,3.3500000000000227,10b
JA/AM-066,Tanazawa,41.0237,141.3403,469.0,467.61,1.3899999999999864,5c
JA/AM-067,Kuwahatayama,41.3876,141.4407,400.0,398.8,1.1999999999999886,5a
JA/AM-068,Takamoriyama,40.8961,140.8914,386.0,384.91,1.089999999999975,5a
JA/AM-069,Kouchiyama,40.8812,140.9201,366.0,365.03,0.9700000000000273,5a
JA/AM-070,JA/AM-070,41.2013,140.78169,338.0,319.44,18.560000000000002,5a
JA/AM-071,Mizugasawayama,40.9527,140.9158,323.0,322.91,0.08999999999997499,5a
JA/AM-072,Katazakiyama,41.3273,141.4059,301.0,299.91,1.089999999999975,5a
JA/AM-073,Takadaoodake,40.6527,140.9084,1552.0,1548.52,3.480000000000018,5a
JA/AM-074,Norikuradake,40.5979,140.88969,1449.0,1449.78,0.7799999999999727,5a
JA/AM-075,Hinadake,40.6606,140.9249,1240.0,1240.5,0.5,5a
JA/AM-076,Shirakamidake,40.5074,140.0182,1235.0,1233.52,1.4800000000000182,5a
JA/AM-077,Towadayama,40.4625,140.97099,1054.0,1051.43,2.5699999999999363,5a
JA/AM-078,Chausuyama,40.6085,140.0312,896.0,891.46,4.539999999999964,5a
JA/AM-079,Nanajyumoriyama,40.729,140.9165,886.0,883.68,2.32000000000005,10b
JA/AM-080,Takamoriyama,40.7317,140.97701,834.0,833.04,0.9600000000000364,5c
JA/AM-081,Kinashidake,41.1516,140.5728,686.0,684.53,1.4700000000000273,10b
JA/AM-082,Maruyama,41.2992,140.82809,511.0,509.79,1.2099999999999795,5a
JA/AM-083,JA/AM-083,41.1127,140.472,447.0,444.28,2.7200000000000273,10b
JA/AM-084,Gankeyama,41.1583,140.78329,304.0,303.14,0.8600000000000136,5a
JA/AM-085,Hikinokoshiyama,40.8941,140.9649,267.0,246.97,20.03,5a
JA/AM-086,Namiuchiyama,40.9317,140.8759,232.0,229.52,2.4799999999999898,5a
JA/AM-087,Ozakiyama,41.1266,140.2531,230.0,229.37,0.6299999999999955,5a
JA/AT-001,Komagatake (Onamedake),39.7611,140.79939,1637.0,1636.02,0.9800000000000182,5a
JA/AT-002,Moriyoshizan,39.9768,140.5442,1454.0,1451.96,2.0399999999999636,10b
JA/AT-003,Toragesan,38.9046,140.6188,1433.0,1432.35,0.650000000000091,5a
JA/AT-004,Asahidake,39.6102,140.7728,1376.0,1368.6,7.400000000000091,5a
JA/AT-005,Yakeyama,39.9638,140.757,1366.0,1365.66,0.33999999999991815,5a
JA/AT-006,Kamurosan,38.9023,140.49229,1365.0,1362.39,2.6099999999999,10b
JA/AT-007,Takamatsudake,38.9677,140.60629,1348.0,1346.15,1.849999999999909,10b
JA/AT-008,Kurasawayama,39.9002,140.7774,1300.0,1299.79,0.21000000000003638,5a
JA/AT-009,Kayoudake,39.8064,140.7308,1254.0,1252.98,1.0199999999999818,5a
JA/AT-010,Sanboukou,40.0204,140.7605,1222.0,1221.76,0.2400000000000091,5a
JA/AT-011,Ikusazawadake,38.8928,140.5452,1193.0,1191.85,1.150000000000091,10b
JA/AT-012,Maemoriyama,38.9221,140.6188,1189.0,1184.87,4.130000000000109,10b
JA/AT-013,Shirakomori,39.8358,140.40131,1179.0,1172.27,6.730000000000018,10b
JA/AT-014,Tashirodake,40.4285,140.40891,1178.0,1175.67,2.3299999999999272,10b
JA/AT-015,Shiroiwadake,39.589,140.6951,1177.0,1175.39,1.6099999999999,10b
JA/AT-016,Taiheizan,39.797,140.3107,1170.0,1170.17,0.17000000000007276,10b
JA/AT-017,Hiranomatsuyama,39.0387,140.77789,1169.0,1168.93,0.06999999999993634,5a
JA/AT-018,Daibutsudake,39.8136,140.51559,1167.0,1164.07,2.9300000000000637,10b
JA/AT-019,Arisuyama,39.1948,140.7787,1162.0,1160.92,1.0799999999999272,10b
JA/AT-020,Komagatake,40.4129,140.2511,1158.0,1152.21,5.789999999999964,10b
JA/AT-021,Gonomiyadake,40.1458,140.8459,1115.0,1111.43,3.5699999999999363,10b
JA/AT-022,Tachimata,40.4415,140.2534,1098.0,1097.59,0.41000000000008185,5a
JA/AT-023,Futatsumori,40.4351,140.1179,1087.0,1082.56,4.440000000000055,5a
JA/AT-024,Ashikurayama,39.0265,140.7036,1083.0,1083.19,0.19000000000005457,5a
JA/AT-025,JA/AT-025,39.8255,140.35519,1067.0,1064.64,2.3599999999999,10b
JA/AT-026,Ooishidake,39.7294,140.5071,1059.0,1057.66,1.3399999999999181,10b
JA/AT-027,Ryuugamori,40.1039,140.59959,1050.0,1044.9,5.099999999999909,10b
JA/AT-028,Kodake,40.4328,140.1978,1043.0,1040.21,2.7899999999999636,10b
JA/AT-029,Maruyama,40.4161,140.1075,1039.0,1036.8,2.2000000000000455,10b
JA/AT-030,Shirojiyama,40.4472,140.78819,1034.0,1033.58,0.42000000000007276,5a
JA/AT-031,Bandorimori,39.7872,140.4675,1033.0,1031.59,1.4100000000000819,10b
JA/AT-032,JA/AT-032,39.6909,140.8157,1026.0,1023.66,2.340000000000032,5a
JA/AT-033,Bunamori,39.9308,140.63409,1016.0,1014.82,1.17999999999995,5a
JA/AT-034,Korogeyama,39.0205,140.7402,1015.0,1015.1,0.10000000000002274,5a
JA/AT-035,Tokamisan,39.0816,140.19189,1008.0,1008.45,0.4500000000000455,5a
JA/AT-036,Kobinaiyama,39.0209,140.5208,1004.0,1001.57,2.42999999999995,10b
JA/AT-037,Masedake,40.4623,140.0835,988.0,986.48,1.5199999999999818,5a
JA/AT-038,Yakeyama,40.3741,140.1562,963.0,961.15,1.8500000000000227,10b
JA/AT-039,Mikasayama,40.4233,140.2823,961.0,958.69,2.3099999999999454,10b
JA/AT-040,JA/AT-040,40.4765,140.3779,961.0,960.85,0.14999999999997726,5a
JA/AT-041,Eboshiyama,39.0038,140.4055,954.0,951.23,2.769999999999982,10b
JA/AT-042,Osabanaidake,40.3716,140.1907,946.0,940.46,5.539999999999964,10b
JA/AT-043,Ubaidoyama,39.0839,140.3419,927.0,923.76,3.240000000000009,10b
JA/AT-044,Daisenyama,39.0456,140.3427,920.0,920.07,0.07000000000005002,10b
JA/AT-045,Aizawayama,39.6832,140.76871,920.0,918.73,1.2699999999999818,5a
JA/AT-046,Hachimori,40.1092,140.81799,905.0,902.25,2.75,5a
JA/AT-047,Magozaemonyama,40.4393,140.47929,891.0,889.59,1.4099999999999682,5a
JA/AT-048,Ogamiyama,39.8657,140.66141,859.0,855.53,3.4700000000000273,5a
JA/AT-049,Oomori,39.8831,140.52071,857.0,851.87,5.1299999999999955,10b
JA/AT-050,Arasawa,39.7686,140.40739,857.0,855.79,1.2100000000000364,10b
JA/AT-051,Monomiyama,40.3811,140.29269,853.0,850.01,2.990000000000009,10b
JA/AT-052,Ogarasawa,40.1304,140.5778,837.0,832.42,4.580000000000041,10b
JA/AT-053,Neretsudake,39.9364,140.3616,835.0,833.68,1.32000000000005,10b
JA/AT-054,Oohikageyama,40.4271,140.5621,820.0,816.56,3.4400000000000546,10b
JA/AT-055,Nanamaizawa,40.4024,140.3335,818.0,814.7,3.2999999999999545,10b
JA/AT-056,Waseyama,40.1013,140.7164,811.0,811.02,0.01999999999998181,10b
JA/AT-057,Takamori,39.8093,140.6347,796.0,795.01,0.9900000000000091,5a
JA/AT-058,Oohinatayama,39.209,140.6657,780.0,778.19,1.8099999999999454,5a
JA/AT-059,Morosukeyama,40.2803,140.89259,780.0,779.44,0.5599999999999454,5a
JA/AT-060,Higashichokaizan,39.0987,140.5172,777.0,771.81,5.190000000000055,10b
JA/AT-061,Kuromoriyama,39.3784,140.632,766.0,765.38,0.6200000000000045,10b
JA/AT-062,Tsubakigawa,39.1404,140.687,766.0,765.38,0.6200000000000045,5a
JA/AT-063,JA/AT-063,40.3246,140.8934,764.0,763.33,0.6699999999999591,10b
JA/AT-064,Kuromori,39.8607,140.64481,762.0,764.46,2.4600000000000364,5a
JA/AT-065,Okumiyayama,39.0371,140.5916,762.0,760.18,1.82000000000005,10b
JA/AT-066,Nishinomori,40.361,140.9738,756.0,755.11,0.8899999999999864,5a
JA/AT-067,Innaidake,39.6935,140.6356,751.0,750.83,0.16999999999995907,10b
JA/AT-068,Okuyama,39.664,140.4886,751.0,750.73,0.2699999999999818,10b
JA/AT-069,Manaitayama,39.8637,140.2094,723.0,722.61,0.38999999999998636,5c
JA/AT-070,Ookurayama,40.342,140.1591,722.0,720.87,1.1299999999999955,10b
JA/AT-071,Ookawamae,39.6804,140.4586,721.0,721.6,0.6000000000000227,10b
JA/AT-072,Honzan,39.9068,139.7538,715.0,713.99,1.009999999999991,5a
JA/AT-073,Yashioyama,39.2366,140.22771,713.0,712.97,0.029999999999972715,5a
JA/AT-074,Shibamori,39.9687,140.4478,710.0,710.39,0.38999999999998636,10b
JA/AT-075,Houzukiyama,39.9455,140.4583,706.0,701.24,4.759999999999991,10b
JA/AT-076,Oomoriyama,39.1019,140.60451,704.0,702.92,1.080000000000041,10b
JA/AT-077,Aikubo,40.1521,140.6964,702.0,700.16,1.8400000000000318,5a
JA/AT-078,Marumoriyama,39.0665,140.55881,699.0,697.12,1.8799999999999955,10b
JA/AT-079,Minamisawayama,39.0258,140.3624,697.0,695.35,1.6499999999999773,5a
JA/AT-080,Tsukinokiyama,40.3636,140.51109,692.0,689.82,2.17999999999995,10b
JA/AT-081,JA/AT-081,40.4176,140.4841,682.0,682.63,0.6299999999999955,5a
JA/AT-082,Daisakusawa,39.8346,140.21359,680.0,674.28,5.720000000000027,5c
JA/AT-083,Oono,40.3666,140.3564,669.0,662.36,6.639999999999986,10b
JA/AT-084,Tonosesan,40.3337,140.43761,664.0,659.93,4.07000000000005,10b
JA/AT-085,Oomori,39.9869,140.4491,651.0,651.74,0.7400000000000091,10b
JA/AT-086,Dosyazawa,40.3967,140.49229,638.0,635.86,2.1399999999999864,10b
JA/AT-087,Ookageyama,39.6444,140.69659,637.0,636.12,0.8799999999999955,5a
JA/AT-088,JA/AT-088,39.0997,140.43291,630.0,632.7,2.7000000000000455,10b
JA/AT-089,Kagikakemori,39.8775,140.4593,624.0,621.4,2.6000000000000227,10b
JA/AT-090,Kurosawagashira,40.1513,140.74429,623.0,622.23,0.7699999999999818,5a
JA/AT-091,Sugitouge,39.1274,140.1741,620.0,619.29,0.7100000000000364,5a
JA/AT-092,Nagasawa,39.3641,140.1906,614.0,612.66,1.3400000000000318,10b
JA/AT-093,JA/AT-093,39.7826,140.5706,610.0,612.01,2.009999999999991,10b
JA/AT-094,JA/AT-094,39.158,140.2805,604.0,603.85,0.14999999999997726,5a
JA/AT-095,Karasumori,39.9271,140.29269,601.0,601.27,0.2699999999999818,10b
JA/AT-096,Takamori,40.2565,140.64639,593.0,592.0,1.0,10b
JA/AT-097,Menkurasan,40.3589,140.64481,590.0,589.75,0.25,10b
JA/AT-098,Higashimatayama,40.3798,140.6703,586.0,584.25,1.75,10b
JA/AT-099,Nise,39.7261,140.6185,585.0,583.05,1.9500000000000455,10b
JA/AT-100,JA/AT-100,39.9403,140.4328,570.0,570.05,0.049999999999954525,10b
JA/AT-101,JA/AT-101,40.1742,140.6678,566.0,561.43,4.57000000000005,5a
JA/AT-102,Kokageyama,39.6171,140.6647,557.0,555.34,1.6599999999999682,5a
JA/AT-103,JA/AT-103,40.2716,140.66409,556.0,552.69,3.3099999999999454,10b
JA/AT-104,Kuromoriyama,40.3163,140.81841,546.0,545.54,0.4600000000000364,5a
JA/AT-105,JA/AT-105,40.3852,140.5006,542.0,540.3,1.7000000000000455,10b
JA/AT-106,Takazawa,39.7119,140.57249,537.0,531.99,5.009999999999991,10b
JA/AT-107,Hououzan,40.2765,140.62131,521.0,520.37,0.6299999999999955,5a
JA/AT-108,Komatsuzakiyama,40.3229,140.1442,520.0,519.91,0.09000000000003183,5c
JA/AT-109,Nagasetateyama,39.1756,140.6055,497.0,496.25,0.75,5a
JA/AT-110,Sanbonyariyama,39.1384,140.52541,496.0,490.31,5.689999999999998,10b
JA/AT-111,Kuromoriyama,40.1171,140.474,490.0,488.75,1.25,5a
JA/AT-112,Takamori,40.3216,140.7076,482.0,480.85,1.1499999999999773,10b
JA/AT-113,Eboshiyama,39.2267,140.5891,479.0,478.34,0.660000000000025,5a
JA/AT-115,Metonoseyama,40.3594,140.4473,467.0,465.42,1.579999999999984,5a
JA/AT-116,Suwayama,39.5984,140.4751,456.0,455.35,0.6499999999999773,5c
JA/AT-117,Moyayama,40.3282,140.24409,450.0,450.08,0.07999999999998408,5c
JA/AT-118,Matouyama,40.2208,140.47079,444.0,442.11,1.8899999999999864,5b
JA/AT-119,Nibuna,40.1426,140.2496,443.0,443.96,0.9599999999999795,5c
JA/AT-120,Asadayama,39.3264,140.31441,442.0,441.36,0.6399999999999864,5a
JA/AT-121,Horowasan,39.3718,140.3087,438.0,430.17,7.829999999999984,10b
JA/AT-122,Kayakariyama,40.3312,140.5162,428.0,426.94,1.0600000000000023,5a
JA/AT-123,Oohirayakushi,39.5365,140.18761,424.0,421.26,2.740000000000009,5a
JA/AT-124,Mitsumoriyama,39.2969,140.3553,412.0,411.34,0.660000000000025,5a
JA/AT-125,Warisawamori,40.1504,140.4859,411.0,410.39,0.6100000000000136,10b
JA/AT-126,Boujyuzan,40.0527,140.2254,410.0,415.84,5.839999999999975,5c
JA/AT-127,Ipponsugi,39.2707,140.5905,402.0,401.31,0.6899999999999977,5a
JA/AT-128,Oomoriyama,40.0878,140.3757,401.0,400.34,0.660000000000025,5a
JA/AT-129,Akakurayama,39.992,140.2206,398.0,397.36,0.6399999999999864,5c
JA/AT-130,Yakushiyama,39.9252,140.1973,395.0,390.93,4.069999999999993,5c
JA/AT-131,Santetsusan,40.2203,140.69209,394.0,393.04,0.9599999999999795,5a
JA/AT-132,Nakayama,40.1669,140.6299,392.0,392.53,0.5299999999999727,5a
JA/AT-133,Oohirayama,39.4673,140.4339,387.0,383.03,3.9700000000000273,10b
JA/AT-135,Kanpuuzan,39.9337,139.87531,355.0,353.18,1.8199999999999932,5a
JA/AT-136,Numazawayama,39.6013,140.38271,346.0,345.06,0.9399999999999977,5c
JA/AT-137,Shogunzan,39.386,140.383,339.0,336.33,2.670000000000016,10b
JA/AT-138,Oosawa,40.2434,140.2773,334.0,332.23,1.7699999999999818,10b
JA/AT-139,Moriyama,39.96,140.1096,326.0,323.43,2.569999999999993,5a
JA/AT-140,Kannondake,39.6378,140.5257,322.0,322.18,0.18000000000000682,5c
JA/AT-141,Futtsukidake,38.9658,140.6544,1221.0,1220.27,0.7300000000000182,10b
JA/AT-142,Kanaikemori,39.8669,140.4095,967.0,962.03,4.970000000000027,10b
JA/AT-143,Usugadake,38.9331,140.703,958.0,956.61,1.3899999999999864,5a
JA/AT-144,Yuse,40.091,140.8551,917.0,914.16,2.840000000000032,10b
JA/AT-145,Toushiromori,39.7308,140.46201,905.0,900.92,4.080000000000041,10b
JA/AT-146,Boukui,40.1953,140.8537,895.0,894.33,0.6699999999999591,10b
JA/AT-147,Takashibamori,39.8944,140.573,870.0,871.69,1.6900000000000546,10b
JA/AT-148,Nokura,39.9062,140.5638,797.0,790.55,6.4500000000000455,10b
JA/AT-149,Sauchidake,39.9277,140.3421,797.0,792.49,4.509999999999991,10b
JA/AT-150,Makigaimori,39.7848,140.519,784.0,782.04,1.9600000000000364,10b
JA/AT-151,JA/AT-151,39.8812,140.4272,778.0,773.09,4.909999999999968,10b
JA/AT-152,Akakuramori,39.8514,140.504,772.0,770.23,1.7699999999999818,10b
JA/AT-153,Nangoudake,39.2334,140.67349,681.0,680.78,0.22000000000002728,5a
JA/AT-154,Himegatake,40.0002,140.3721,651.0,649.22,1.7799999999999727,10b
JA/AT-155,Hahoyasan,40.3404,140.6752,593.0,591.4,1.6000000000000227,10b
JA/AT-156,Near Nakayama,39.6824,140.6739,586.0,584.31,1.6900000000000546,5a
JA/AT-157,Ishikurayama,40.0814,140.50281,571.0,571.37,0.37000000000000455,10b
JA/AT-158,Ichinosawa,39.7423,140.3604,532.0,529.72,2.2799999999999727,5a
JA/AT-159,Ooanatouge,39.2721,140.679,483.0,481.59,1.410000000000025,10b
JA/AT-160,Near Oohirayama,39.2037,140.3488,481.0,481.19,0.18999999999999773,5a
JA/AT-161,JA/AT-161,39.8954,140.22569,436.0,426.23,9.769999999999982,5c
JA/AT-162,Higureyama,40.2796,140.7189,424.0,421.63,2.3700000000000045,5a
JA/AT-163,Tenjikumori,39.2743,140.6405,367.0,365.72,1.2799999999999727,10b
JA/AT-164,Iwayayama,39.7426,140.32671,366.0,364.53,1.4700000000000273,5a
JA/AT-165,JA/AT-165,39.484,140.1423,365.0,361.43,3.569999999999993,5a
JA/AT-166,Kokuzoyama,39.3288,140.15891,358.0,357.32,0.6800000000000068,5a
JA/AT-167,Chojyamori,39.6172,140.3894,323.0,321.34,1.660000000000025,5c
JA/AT-168,Yonegamori,39.6253,140.36549,314.0,311.49,2.509999999999991,5c
JA/AT-169,Naganoyama,39.551,140.5154,292.0,291.65,0.35000000000002274,10b
JA/AT-170,Jingujidake,39.4804,140.4364,277.0,275.93,1.0699999999999932,5a
JA/AT-171,Oohirayama,39.572,140.3781,273.0,272.16,0.839999999999975,5c
JA/AT-172,JA/AT-172,39.541,140.4846,248.0,240.15,7.849999999999994,5c
